D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
21:19,0:3,2:4,1:4,0:1,46:28,0:0,0:0,13:11,2:0,0:1,3:4,0:0,0:0,0:0,0:0,0:0,0:1,2:2,0:0,0:0,2:2,0:0,0:0,0:0,0:5,Updated : 36 Hours Ago,4369
10:15,0:1,12:12,11:7,6:3,3:4,0:1,1:1,8:14,2:3,0:1,6:6,4:13,0:0,0:0,23:23,1:1,0:0,29:31,0:0,1:1,0:2,0:0,0:1,0:2,0:0,Updated : 13 Hours Ago,4369
1:0,2:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4368
0:0,0:1,0:0,0:0,0:0,1:1,1:1,1:3,0:0,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:2,10:2,0:0,0:0,0:0,0:0,3:7,0:0,3:3,0:0,Updated : 132 Hours Ago,4368
0:0,0:0,0:0,0:0,0:0,25:26,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4368
7:8,2:4,4:2,6:3,2:1,2:5,1:2,3:3,7:1,0:0,0:0,1:0,1:1,0:0,1:0,0:1,0:0,0:3,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 57 Hours Ago,4368
9:7,2:2,5:5,9:6,3:3,4:1,1:1,13:7,8:2,0:1,0:0,0:0,0:0,0:1,0:0,1:0,0:1,0:0,1:2,0:0,1:0,0:1,0:0,0:1,0:0,0:0,Updated : 93 Hours Ago,4368
1:3,1:2,32:19,1:3,0:2,12:15,0:1,2:2,12:11,0:0,1:0,1:1,1:3,0:0,0:0,1:1,0:0,0:0,4:5,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4368
1:2,27:22,0:2,4:5,5:3,9:15,14:15,6:5,0:1,1:0,15:13,0:0,1:1,0:0,0:0,0:1,0:0,0:1,0:0,0:2,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,4368
0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,4:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4367
1:0,3:0,1:0,0:0,1:0,0:4,3:1,5:5,0:0,0:1,1:1,0:1,1:0,1:1,1:0,0:0,0:0,1:2,2:0,0:0,1:0,0:0,0:0,1:0,1:0,0:0,Updated : 19 Hours Ago,4367
0:1,1:3,10:7,1:0,8:6,0:0,0:0,0:3,7:4,0:1,0:1,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:1,0:0,0:0,0:0,Updated : 8 Hours Ago,4367
24:15,0:0,0:0,0:0,11:8,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,4:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 347 Hours Ago,4367
0:0,0:0,0:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,6:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,9:13,0:0,0:0,0:0,0:0,4:7,66:49,Updated : 8 Hours Ago,4367
7:7,8:8,7:3,0:5,1:2,9:2,8:11,17:18,2:4,1:2,15:17,1:0,1:3,2:5,0:0,2:1,0:1,2:6,12:7,0:0,0:0,2:0,0:0,0:0,0:1,0:0,Updated : 12 Hours Ago,4367
0:0,0:0,8:5,0:0,0:0,1:3,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 359 Hours Ago,4366
0:0,7:2,4:0,1:0,0:0,0:0,5:5,2:0,0:0,0:1,2:1,0:0,2:1,0:0,0:0,0:0,0:0,2:2,0:0,1:2,1:0,0:0,0:0,3:3,1:0,0:0,Updated : 12 Hours Ago,4366
0:0,1:0,1:3,0:0,0:0,0:0,0:1,1:0,0:0,0:1,63:42,0:0,0:0,0:0,0:1,0:0,0:0,0:1,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4366
0:0,5:3,0:0,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:1,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 86 Hours Ago,4365
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,15:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 6 Hours Ago,4365
5:3,1:2,1:3,2:1,0:1,4:2,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4365
30:21,0:0,0:0,2:1,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 47 Hours Ago,4365
2:2,5:3,0:1,2:2,2:1,2:3,14:9,6:3,0:1,1:0,4:3,0:1,1:1,0:0,0:1,0:1,1:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,Updated : 43 Hours Ago,4365
3:5,0:0,2:5,4:1,1:0,0:0,0:1,0:0,0:1,0:0,0:0,1:2,3:3,0:0,0:0,2:2,0:0,0:1,35:29,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 13 Hours Ago,4365
2:2,0:0,7:7,0:0,0:0,49:38,0:0,0:0,0:1,0:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,1:0,1:0,0:0,8:8,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4365
3:0,45:11,1:1,0:0,2:0,1:2,12:7,1:0,2:3,0:0,16:3,0:0,4:4,0:0,0:0,0:1,1:1,2:1,1:2,0:0,1:0,0:1,0:0,0:1,1:0,0:1,Updated : 89 Hours Ago,4365
0:0,0:0,0:0,1:0,1:0,0:0,3:2,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 43 Hours Ago,4364
0:0,0:0,0:0,0:0,0:0,0:0,6:4,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4364
1:1,16:8,1:0,0:0,0:0,0:0,1:2,2:2,0:0,1:2,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 8 Hours Ago,4364
0:1,0:0,0:0,0:0,0:0,24:26,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4364
3:3,0:2,8:7,2:3,0:0,2:3,4:3,10:5,4:4,0:1,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 84 Hours Ago,4364
3:4,2:6,10:12,3:4,1:1,12:10,2:1,0:2,7:3,1:0,1:2,0:0,1:0,0:0,0:0,1:1,0:0,2:3,2:2,0:0,0:1,1:1,0:0,0:1,0:0,0:0,Updated : 8 Hours Ago,4364
17:14,0:0,5:5,5:3,0:0,0:0,9:8,0:0,0:0,0:0,7:7,0:0,9:7,0:0,0:0,1:1,0:0,0:1,6:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4364
2:0,5:3,1:3,5:8,2:0,0:0,36:35,1:1,0:3,1:0,7:10,3:3,6:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:1,0:0,3:3,0:1,Updated : 70 Hours Ago,4364
18:17,0:0,29:25,43:35,0:0,44:34,0:0,0:0,8:0,0:0,0:0,37:20,0:0,0:0,0:0,0:1,0:0,0:0,3:2,0:0,0:0,6:15,0:0,0:0,0:0,0:0,Updated : 74 Hours Ago,4364
0:1,23:16,1:1,1:3,4:2,2:2,3:6,3:5,0:0,0:0,0:0,1:0,1:1,0:0,0:0,1:0,0:0,1:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 143 Hours Ago,4363
66:67,0:0,1:3,3:2,1:4,2:2,0:0,0:0,2:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 107 Hours Ago,4363
6:7,0:2,0:2,0:1,1:0,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 32 Min. Ago,4362
0:0,0:0,0:0,0:0,0:0,19:31,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4362
0:0,2:0,3:3,1:2,0:0,3:0,0:2,19:8,2:1,2:0,0:0,1:0,0:2,1:1,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 112 Hours Ago,4362
6:4,3:1,7:7,0:2,0:0,0:0,3:1,20:15,0:3,0:1,0:0,0:0,3:4,0:0,0:0,0:0,0:0,2:2,0:1,0:0,0:0,0:0,0:2,0:1,0:0,0:0,Updated : 14 Hours Ago,4362
2:3,34:22,11:17,2:3,1:0,0:0,5:6,3:6,1:2,0:2,1:3,0:0,3:5,1:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,Updated : 53 Hours Ago,4362
2:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,4361
2:3,0:0,3:4,4:1,0:0,1:2,0:0,0:0,2:1,1:0,0:0,0:2,1:0,0:0,0:0,1:0,0:0,0:0,3:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,4361
0:1,4:5,9:4,0:1,0:0,1:0,0:0,1:1,7:6,0:0,0:0,0:0,2:2,0:0,0:0,0:1,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4361
0:0,6:3,0:0,0:0,1:1,0:0,5:2,3:1,0:1,1:0,12:5,0:0,2:4,1:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4361
10:7,0:0,0:1,0:1,0:0,0:0,0:0,37:21,7:6,0:0,0:1,0:0,0:0,0:0,11:5,2:0,0:0,0:0,0:0,0:0,1:0,2:2,0:0,1:1,0:0,0:1,Updated : 12 Hours Ago,4361
3:3,0:0,2:0,0:0,0:0,8:7,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4360
1:0,3:1,2:0,5:5,1:2,0:0,5:6,3:4,1:1,2:2,3:2,1:0,2:2,0:0,0:0,0:1,0:0,2:1,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4360
0:0,1:0,32:27,2:1,0:0,0:3,1:1,0:0,4:4,0:0,0:1,0:1,0:1,0:0,0:0,0:1,0:0,0:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4360
1:1,0:0,6:6,0:1,1:2,11:9,1:0,1:0,0:1,0:0,0:0,1:2,1:0,0:0,0:0,2:4,0:0,0:0,17:17,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 132 Hours Ago,4360
0:0,0:0,0:0,0:0,0:0,61:45,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4360
1:0,0:1,0:1,5:6,0:2,3:4,3:2,0:1,0:1,4:4,1:3,2:1,0:1,0:2,0:0,5:5,0:0,0:1,28:23,3:1,0:1,0:0,0:0,1:0,0:0,0:0,Updated : 2 Hours Ago,4360
30:20,0:0,0:1,18:10,14:10,0:0,0:0,0:1,1:2,0:0,0:0,0:0,1:0,0:0,0:1,0:1,0:0,0:0,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4360
1:2,0:0,0:0,6:9,1:1,0:0,0:0,0:0,0:2,3:1,0:0,7:4,0:0,0:0,0:0,47:38,0:0,0:0,39:34,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4360
12:13,14:9,15:10,5:7,1:2,4:4,3:8,23:30,3:4,2:2,73:46,3:2,7:4,0:1,0:0,0:0,0:0,2:5,1:2,0:0,0:1,0:0,0:2,0:1,1:0,0:0,Updated : 28 Min. Ago,4360
2:1,4:3,1:0,0:1,0:0,1:0,2:3,4:1,3:0,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4359
14:8,22:13,22:9,0:1,2:1,4:1,5:5,11:8,7:2,1:1,9:7,5:0,4:4,0:0,0:1,0:2,0:0,3:2,6:3,0:0,1:0,3:1,1:0,0:0,0:0,0:0,Updated : 133 Hours Ago,4359
0:4,12:7,9:5,28:14,1:2,4:8,10:8,23:21,2:7,17:12,0:2,10:6,17:13,0:1,7:3,1:1,1:2,4:8,15:15,1:0,3:2,2:4,0:4,1:0,5:5,1:2,Updated : 27 Hours Ago,4359
0:0,9:8,2:0,1:0,1:1,1:0,1:3,13:10,0:1,1:1,3:5,0:1,1:2,3:2,0:0,1:0,0:0,4:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 32 Hours Ago,4358
0:6,2:7,33:21,0:0,3:2,2:3,1:3,1:2,13:9,0:1,1:1,0:0,1:1,0:0,0:0,0:1,0:0,0:3,5:8,0:0,7:7,2:4,0:0,0:0,0:0,0:0,Updated : 19 Min. Ago,4358
3:5,15:13,2:2,1:3,1:2,2:2,10:6,21:19,3:2,3:5,4:8,1:0,14:10,0:0,0:0,3:3,0:0,4:6,6:3,0:1,0:2,4:3,1:4,0:1,0:1,0:0,Updated : 15 Hours Ago,4358
0:1,0:0,1:0,1:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4357
0:3,0:0,23:17,1:3,0:0,13:10,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,2:4,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4357
0:0,0:0,3:4,0:0,0:0,0:0,0:1,0:0,6:3,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4356
3:4,1:2,3:1,3:4,6:7,0:2,15:7,8:9,1:1,1:1,2:2,0:1,10:4,3:1,0:1,0:0,0:1,2:2,0:0,0:0,1:2,1:2,0:2,0:0,1:0,0:0,Updated : 37 Hours Ago,4356
24:18,0:0,2:3,8:6,0:2,6:8,0:0,0:0,1:4,0:1,0:0,8:5,0:1,0:0,0:0,7:4,0:0,0:0,20:12,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 18 Hours Ago,4356
0:1,0:0,1:2,2:2,0:0,2:0,0:0,14:7,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 67 Hours Ago,4355
0:2,0:0,0:2,0:0,0:0,61:46,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4355
1:2,9:12,4:5,6:1,1:1,3:2,9:9,6:9,1:3,3:2,7:8,1:1,1:2,1:0,0:0,0:0,0:1,3:1,3:2,0:0,0:1,0:1,1:1,0:0,0:1,0:1,Updated : 36 Hours Ago,4355
1:3,11:10,0:0,2:0,0:0,2:0,23:22,0:1,2:1,0:2,23:16,3:3,0:1,1:0,0:1,0:0,0:0,1:1,0:1,0:0,2:4,0:1,1:1,0:0,0:0,0:0,Updated : 22 Hours Ago,4355
1:2,23:16,15:10,3:5,4:3,7:5,4:9,21:19,8:5,2:1,12:12,1:2,8:6,1:3,0:2,7:6,0:0,2:5,41:23,0:0,0:2,3:5,1:0,1:2,0:1,0:1,Updated : 13 Hours Ago,4355
3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4354
0:0,0:0,0:0,0:0,0:0,10:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4354
37:24,8:12,3:4,16:14,14:8,5:2,0:2,0:1,0:3,0:0,1:1,0:0,1:3,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 36 Min. Ago,4512
4:9,5:7,19:9,1:3,1:1,7:3,4:5,1:2,1:0,0:0,2:0,2:1,0:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 53 Hours Ago,4354
0:0,1:0,3:2,0:1,0:1,0:0,1:4,1:1,1:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4353
0:2,9:6,3:2,1:1,2:4,0:2,14:14,2:3,1:3,2:3,26:19,0:0,5:5,0:1,1:0,0:0,0:1,2:1,0:1,0:0,0:0,0:0,1:3,1:0,0:0,0:0,Updated : 14 Hours Ago,4353
17:12,54:49,2:6,11:10,2:2,0:2,26:27,45:37,1:0,7:9,91:51,1:0,4:6,1:3,0:0,1:1,0:1,5:7,2:1,0:0,0:0,0:1,0:2,0:0,0:1,0:0,Updated : 36 Hours Ago,4353
0:0,0:0,0:0,0:0,0:0,19:16,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,4352
1:0,5:3,1:1,2:1,0:1,2:0,3:4,8:4,0:0,0:0,1:2,0:1,0:0,0:0,0:1,0:0,1:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4352
9:8,0:0,8:6,1:1,0:1,2:5,0:0,1:0,1:2,0:0,0:0,3:0,0:0,0:0,0:0,0:1,0:0,0:0,4:2,0:0,1:0,0:0,0:0,0:0,0:1,0:0,Updated : 14 Hours Ago,4352
0:0,4:8,2:2,5:3,0:0,2:1,9:12,6:3,0:0,3:1,1:1,2:0,1:1,0:1,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,1:1,1:1,0:0,Updated : 12 Hours Ago,4352
2:0,0:0,3:0,0:0,0:0,1:0,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4351
1:0,0:0,12:4,0:0,0:0,5:4,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 106 Hours Ago,4351
1:1,4:1,1:0,0:1,2:0,0:0,7:4,20:11,0:1,0:0,0:0,1:2,1:1,0:0,0:0,0:0,0:0,2:2,1:2,0:0,0:0,0:1,0:2,0:0,2:0,0:1,Updated : 12 Hours Ago,4351
1:2,1:2,19:11,2:4,1:1,17:12,1:1,1:1,0:1,4:5,0:0,1:2,1:0,0:0,0:0,0:0,0:0,1:0,5:3,0:0,0:0,1:1,0:0,0:1,0:0,0:0,Updated : 72 Hours Ago,4351
2:6,24:23,10:3,7:6,2:4,0:2,24:18,9:8,2:6,2:4,24:11,2:2,1:4,1:0,0:1,0:1,0:0,4:5,2:2,1:0,0:0,4:2,2:2,1:1,0:1,0:0,Updated : 9 Hours Ago,4351
0:0,3:2,0:0,3:2,0:0,0:1,2:2,1:1,0:0,0:0,1:1,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 106 Hours Ago,4350
13:8,0:0,2:1,1:1,0:1,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 42 Hours Ago,4350
7:5,0:0,0:0,4:3,0:1,0:0,0:0,1:0,2:0,2:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4350
0:1,2:3,13:11,0:0,0:1,1:3,3:2,1:1,6:7,0:0,1:0,0:1,0:1,0:0,0:0,0:1,1:0,3:2,1:1,0:0,1:1,1:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4350
1:3,5:7,8:8,3:5,0:1,0:3,2:2,2:4,0:3,1:2,7:4,0:0,3:2,1:0,0:0,1:0,1:0,0:1,0:1,0:0,0:0,1:0,0:0,0:0,1:0,0:0,Updated : 12 Hours Ago,4350
2:1,10:6,1:2,2:0,0:1,0:2,9:6,10:9,2:2,0:2,4:2,1:1,1:2,1:0,0:0,0:0,0:0,1:1,1:1,0:0,0:0,0:0,2:0,0:1,0:0,0:0,Updated : 14 Hours Ago,4350
6:2,0:1,7:6,10:7,1:3,14:3,0:0,0:1,4:4,0:0,0:0,1:1,0:0,0:0,0:0,2:0,0:0,1:0,10:5,0:0,7:6,0:0,0:0,0:0,0:0,0:0,Updated : 104 Hours Ago,4350
2:2,0:0,25:12,0:0,0:0,22:13,0:0,0:0,0:1,0:0,0:0,1:0,0:2,0:0,0:0,0:2,0:0,0:0,14:10,0:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4350
3:0,12:18,3:3,4:2,3:2,2:1,12:12,8:6,2:1,2:1,5:6,1:0,7:6,0:0,0:0,0:1,3:2,0:1,0:0,0:0,1:1,0:1,2:7,0:1,0:1,0:0,Updated : 11 Hours Ago,4350
4:2,3:3,4:9,7:7,2:0,3:2,12:5,20:12,8:2,6:1,11:9,0:2,2:1,0:0,0:0,1:1,0:0,1:0,1:2,0:0,0:0,0:0,0:2,1:0,0:0,0:0,Updated : 37 Hours Ago,4350
1:2,0:2,1:5,3:4,0:1,4:1,1:1,3:3,1:1,3:7,0:0,0:1,1:7,0:1,0:1,0:0,0:1,1:1,1:1,12:2,0:0,1:1,50:35,0:1,0:0,0:2,Updated : 2 Hours Ago,4350
1:0,1:0,1:0,1:0,0:0,3:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 69 Hours Ago,4349
6:2,3:0,1:1,0:0,0:0,0:0,1:0,4:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 139 Hours Ago,4349
0:1,0:0,2:3,0:0,0:0,10:16,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4349
0:0,0:0,1:1,0:0,0:0,52:31,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4349
1:0,21:23,0:0,2:0,3:3,0:0,2:3,0:0,0:1,1:2,2:0,0:1,23:20,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,Updated : 16 Hours Ago,4349
9:5,3:2,3:5,9:8,0:3,4:4,1:1,2:2,3:4,0:2,1:2,0:2,1:2,0:0,0:1,6:2,0:0,1:2,17:16,0:0,1:0,0:0,0:0,0:0,0:1,0:0,Updated : 96 Hours Ago,4349
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,61:72,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 86 Hours Ago,4349
0:0,0:1,0:0,0:0,1:0,0:0,2:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 97 Hours Ago,4348
0:0,0:0,0:1,0:1,0:0,8:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4348
4:1,0:1,0:0,3:2,0:0,0:2,0:1,0:0,1:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 179 Hours Ago,4348
0:1,0:0,2:3,0:0,1:1,8:8,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Min. Ago,4348
4:2,1:0,3:3,1:3,4:4,2:3,0:1,0:1,1:2,0:0,0:0,2:1,0:1,0:0,0:0,4:4,0:0,0:0,10:10,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4348
0:0,0:1,0:0,0:2,0:0,1:0,0:2,1:1,0:0,8:4,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4347
2:2,0:0,5:0,2:1,0:0,4:2,0:0,0:0,6:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 13 Hours Ago,4347
2:3,1:1,1:4,1:1,0:3,0:0,1:2,5:3,1:1,2:4,1:0,6:4,3:2,0:0,0:0,0:2,0:0,0:0,2:3,0:0,0:0,1:0,1:1,1:1,0:0,0:0,Updated : 91 Hours Ago,4347
